Frame,RMSD_noFit_frame0
1668,3.490833
1669,3.037885
1670,3.670323
1671,3.5503278
1672,4.0207815
1673,3.6930504
1674,4.4834666
1675,3.9752214
1676,4.4422026
1677,4.4174466
1678,4.012281
1679,3.665018
1680,3.5491712
1681,3.1840901
1682,3.05563
1683,3.3640053
1684,4.2361
1685,3.6010294
1686,3.386695
1687,3.3076801
1688,3.0786343
1689,3.707495
1690,3.215579
1691,4.2120533
1692,3.7606342
1693,3.7128546
1694,3.6086276
1695,4.064738
1696,4.112262
1697,4.0082064
1698,3.5056741
1699,3.885817
1700,3.3027575
1701,3.5563738
1702,3.9622815
1703,4.4714456
1704,4.261175
1705,4.4675775
1706,4.1203666
1707,4.1518636
1708,4.1148386
1709,3.9773307
1710,3.9704401
1711,3.3922274
1712,3.637987
1713,3.707328
1714,4.051971
1715,2.991108
1716,3.876929
1717,3.4774315
1718,3.2807608
